no  subtraction,0.5% subtraction,1% subtraction,#ORF/Gene,number,,,,,,,,,,,,,,,,,,,,
5418,5389,5359,b3344,tusC,,,,,,,,,,,,,,,,,,,,
9035,9004,8972,b3345,tusD,,,,,,,,,,,,,,,,,,,,
31128,31069,31010,b3346,yheO,,,,,,,,,,,,,,,,,,,,
165752,165686,165619,b3347,fkpA,,,,,,,,,,,,,,,,,,,,
2789,2771,2753,b3348,slyX,,,,,,,,,,,,,,,,,,,,
152330,152282,152233,b3349,slyD,,,,,,,,,,,,,,,,,,,,
5213,5197,5180,b4551,yheV,,,,,,,,,,,,,,,,,,,,
10991,10843,10695,b3350,kefB,,,,,,,,,,,,,,,,,,,,
4173,4128,4082,b3351,kefG,,,,,,,,,,,,,,,,,,,,
8909,8753,8596,b3352,yheS,,,,,,,,,,,,,,,,,,,,
3184,3101,3017,b3353,yheT,,,,,,,,,,,,,,,,,,,,
1986,1968,1950,b3354,yheU,,,,,,,,,,,,,,,,,,,,
5649,5578,5507,b3355,prkB,,,,,,,,,,,,,,,,,,,,
15034,15001,14968,b3356,yhfA,,,,,,,,,,,,,,,,,,,,
146653,146602,146550,b3357,crp,,,,,,,,,,,,,,,,,,,,
30465,30293,30121,b3358,yhfK,,,,,,,,,,,,,,,,,,,,
1968,1868,1769,b3359,argD,,,,,,,,,,,,,,,,,,,,
791,745,699,b3360,pabA,,,,,,,,,,,,,,,,,,,,
966,916,867,b3361,fic,,,,,,,,,,,,,,,,,,,,
417,403,389,b3362,yhfG,,,,,,,,,,,,,,,,,,,,
16233,16186,16140,b3363,ppiA,,,,,,,,,,,,,,,,,,,,
3077,2980,2883,b3364,tsgA,,,,,,,,,,,,,,,,,,,,
2840,2632,2424,b3365,nirB,,,,,,,,,,,,,,,,,,,,
278,251,225,b3366,nirD,,,,,,,,,,,,,,,,,,,,
563,497,432,b3367,nirC,,,,,,,,,,,,,,,,,,,,
5722,5609,5497,b3368,cysG,,,,,,,,,,,,,,,,,,,,
904,891,877,b3369,yhfL,,,,,,,,,,,,,,,,,,,,
1080,971,861,b3370,frlA,,,,,,,,,,,,,,,,,,,,
1458,1374,1290,b3371,frlB,,,,,,,,,,,,,,,,,,,,
953,885,817,b4474,frlC,,,,,,,,,,,,,,,,,,,,
943,879,814,b3374,frlD,,,,,,,,,,,,,,,,,,,,
3988,3928,3869,b3375,frlR,,,,,,,,,,,,,,,,,,,,
545,456,369,b3376,yhfS,,,,,,,,,,,,,,,,,,,,
579,473,366,b3377,yhfT,,,,,,,,,,,,,,,,,,,,
325,296,267,b3378,yhfU,,,,,,,,,,,,,,,,,,,,
191,121,72,b3379,php,,,,,,,,,,,,,,,,,,,,
198,99,32,b3380,yhfW,,,,,,,,,,,,,,,,,,,,
152,70,23,b3381,yhfX,,,,,,,,,,,,,,,,,,,,
1315,1285,1256,b3382,yhfY,,,,,,,,,,,,,,,,,,,,
4746,4672,4598,b3383,yhfZ,,,,,,,,,,,,,,,,,,,,
34093,34011,33929,b3384,trpS,,,,,,,,,,,,,,,,,,,,
10252,10190,10127,b3385,gph,,,,,,,,,,,,,,,,,,,,
11557,11501,11446,b3386,rpe,,,,,,,,,,,,,,,,,,,,
11869,11801,11732,b3387,dam,,,,,,,,,,,,,,,,,,,,
37445,37340,37235,b3388,damX,,,,,,,,,,,,,,,,,,,,
34301,34212,34123,b3389,aroB,,,,,,,,,,,,,,,,,,,,
30244,30201,30158,b3390,aroK,,,,,,,,,,,,,,,,,,,,
533,431,332,b3391,hofQ,,,,,,,,,,,,,,homolog,,,,,,
78,45,18,b3392,hofP,,,,,,,,,,,,,,,,,,,,
121,85,49,b3393,hofO,,,,,,,,,,,,,,,,,,,,
80,38,8,b3394,hofN,,,,,,,,,,,,,,protein,homolog,,,,,
490,431,381,b3395,hofM,,,,,,,,,,,,,,protein,homolog,,,,,
3918,3709,3503,b3396,mrcA,,,,,,,,,,,,,,,,,,,,
24227,24181,24135,b3397,nudE,,,,,,,,,,,,,,,,,,,,
39471,39296,39122,b3398,yrfF,,,,,,,,,,,,,,,,,,,,
9312,9257,9202,b3399,yrfG,,,,,,,,,,,,,,,,,,,,
5189,5156,5123,b3400,hslR,,,,,,,,,,,,,,,,,,,,
17897,17826,17754,b3401,hslO,,,,,,,,,,,,,,,,,,,,
7086,6945,6804,b3402,yhgE,,,,,,,,,,,,,,,,,,,,
210660,210527,210394,b3403,pck,,,,,,,,,,,,,,,,,,,,
9556,9446,9335,b3404,envZ,,,,,,,,,,,,,,,,,,,,
17442,17383,17324,b3405,ompR,,,,,,,,,,,,,,,,,,,,
4934,4895,4856,b3406,greB,,,,,,,,,,,,,,,,,,,,
10614,10424,10234,b3407,yhgF,,,,,,,,,,,,,,,,,,,,
4293,4275,4256,b3408,feoA,,,,,,,,,,,,,,,,,,,,
9517,9327,9137,b3409,feoB,,,,,,,,,,,,,,,,,,,,
1263,1243,1224,b3410,feoC,,,,,,,,,,,,,,,,,,,,
2604,2533,2466,b3411,yhgA,,,,,,,,,,,,,,,,,,,,
3254,3191,3128,b3412,bioH,,,,,,,,,,,,,,,,,,,,
10837,10781,10727,b3413,gntX,,,,,,,,,,,,,,,,,,,,
50244,50197,50149,b3414,nfuA,,,,,,,,,,,,,,,,,,,,
24682,24574,24466,b3415,gntT,,,,,,,,,,,,,,,,,,,,
47756,47585,47415,b3416,malQ,,,,,,,,,,,,,,,,,,,,
124360,124165,123969,b3417,malP,,,,,,,,,,,,,,,,,,,,
168935,168714,168492,b3418,malT,,,,,,,,,,,,,,,,,,,,
417,334,252,b4475,rtcA,,,,,,,,,,,,,,,,,,,,
681,581,482,b3421,rtcB,,,,,,,,,,,,,,,,,,,,
448,323,229,b3422,rtcR,,,,,,,,,,,,,,,,,,,,
6458,6396,6334,b3423,glpR,,,,,,,,,,,,,,,,,,,,
12307,12239,12171,b3424,glpG,,,,,,,,,,,,,,,,,,,,
7686,7660,7633,b3425,glpE,,,,,,,,,,,,,,,,,,,,
428765,428642,428519,b3426,glpD,,,,,,,,,,,,,,,,,,,,
22763,22562,22362,b3428,glgP,,,,,,,,,,,,,,,,,,,,
11721,11604,11487,b3429,glgA,,,,,,,,,,,,,,,,,,,,
12556,12450,12344,b3430,glgC,,,,,,,,,,,,,,,,,,,,
11023,10861,10700,b3431,glgX,,,,,,,,,,,,,,,,,,,,
10731,10552,10373,b3432,glgB,,,,,,,,,,,,,,,,,,,,
29455,29364,29274,b3433,asd,,,,,,,,,,,,,,,,,,,,
1969,1920,1872,b3434,yhgN,,,,,,,,,,,,,,,,,,,,
3320,3210,3100,b4476,gntU,,,,,,,,,,,,,,,,,,,,
3213,3170,3127,b3437,gntK,,,,,,,,,,,,,,,,,,,,
12921,12840,12758,b3438,gntR,,,,,,,,,,,,,,,,,,,,
4909,4852,4795,b3439,yhhW,,,,,,,,,,,,,,,,,,,,
28893,28808,28724,b3440,yhhX,,,,,,,,,,,,,,,,,,,,
4770,4730,4690,b3441,yhhY,,,,,,,,,,,,,,,,,,,,
539,442,348,b3442,yhhZ,,,,,,,,,,,,,,,,,,,,
1570,1547,1525,b3444,insA,,,,,,,,,,,,,,,,,,,,
572,531,491,b3445,insB,,,,,,,,,,,,,,,,,,,,
9,0,0,b4612,yrhD,,,,,,,,,,,,,,,,,,,,
200,177,153,b3446,yrhB,,,,,,,,,,,,,,,,,,,,
427,292,180,b3447,ggt,,,,,,,,,,,,,,,,,,,,
1729,1693,1657,b3448,yhhA,,,,,,,,,,,,,,,,,,,,
1601,1540,1479,b3449,ugpQ,,,,,,,,,,,,,,,,,,,,
2086,1998,1911,b3450,ugpC,,,,,,,,,,,,,,,,,,,,
1613,1544,1475,b3451,ugpE,,,,,,,,,,,,,,,,,,,,
1267,1194,1122,b3452,ugpA,,,,,,,,,,,,,,,,,,,,
12177,12069,11962,b3453,ugpB,,,,,,,,,,,,,,,,,,,,
750,692,634,b3454,livF,,,,,,,,,,,,,,,,,,,,
1031,968,905,b3455,livG,,,,,,,,,,,,,,,,,,,,
1438,1333,1229,b3456,livM,,,,,,,,,,,,,,,,,,,,
845,769,693,b3457,livH,,,,,,,,,,,,,,,,,,,,
3469,3378,3288,b3458,livK,,,,,,,,,,,,,,,,,,,,
7555,7523,7492,b3459,yhhK,,,,,,,,,,,,,,,,,,,,
4309,4219,4128,b3460,livJ,,,,,,,,,,,,,,,,,,,,
87203,87133,87064,b3461,rpoH,,,,,,,,,,,,,,,,,,,,
12763,12676,12590,b3462,ftsX,,,,,,,,,,,,,,,,,,,,
6599,6544,6490,b3463,ftsE,,,,,,,,,,,,,,,,,,,,
18147,18024,17902,b3464,ftsY,,,,,,,,,,,,,,,,,,,,
4143,4095,4046,b3465,rsmD,,,,,,,,,,,,,,,,,,,,
2485,2463,2441,b3466,yhhL,,,,,,,,,,,,,,,,,,,,
3863,3833,3804,b3467,yhhM,,,,,,,,,,,,,,,,,,,,
8183,8132,8081,b3468,yhhN,,,,,,,,,,,,,,,,,,,,
6789,6609,6429,b3469,zntA,,,,,,,,,,,,,,,,,,,,
1648,1628,1608,b3470,tusA,,,,,,,,,,,,,,,,,,,,
1229,1175,1121,b3471,yhhQ,,,,,,,,,,,,,,,,,,,,
54494,54449,54403,b3472,dcrB,,,,,,,,,,,,,,,,,,,,
4511,4411,4312,b3473,yhhS,,,,,,,,,,,,,,,,,,,,
862,777,691,b3474,yhhT,,,,,,,,,,,,,,,,,,,,
3409,3361,3313,b3475,acpT,,,,,,,,,,,,,,,,,,,,
508,379,263,b3476,nikA,,,,,,,,,,,,,,,,,,,,
114,46,12,b3477,nikB,,,,,,,,,,,,,,,,,,,,
66,16,4,b3478,nikC,,,,,,,,,,,,,,,,,,,,
270,215,174,b3479,nikD,,,,,,,,,,,,,,,,,,,,
414,350,299,b3480,nikE,,,,,,,,,,,,,,,,,,,,
1633,1601,1568,b3481,nikR,,,,,,,,,,,,,,,,,,,,
1285,950,693,b3482,rhsB,,,,,,,,,,,,,,,,,,,,
271,240,208,b3483,yhhH,,,,,,,,,,,,,,,,,,,,
494,403,316,b3484,yhhI,,,,,,,,,,,,,,,,,,,,
3071,2979,2887,b3485,yhhJ,,,,,,,,,,,,,,,,,,,,
4413,4189,3966,b3486,rbbA,,,,,,,,,,,,,,,,,,,,
2056,1969,1882,b3487,yhiI,,,,,,,,,,,,,,,,,,,,
904,772,639,b3488,yhiJ,,,,,,,,,,,,,,,,,,,,
325,239,154,b3491,yhiM,,,,,,,,,,,,,,,,,,,,
2685,2586,2488,b3492,yhiN,,,,,,,,,,,,,,,,,,,,
18248,18126,18003,b3493,pitA,,,,,,,,,,,,,,,,,,,,
1490,1463,1435,b3494,uspB,,,,,,,,,,,,,,,,,,,,
123309,123274,123238,b3495,uspA,,,,,,,,,,,,,,,,,,,,
31224,31103,30983,b3496,dtpB,,,,,,,,,,,,,,,,,,,,
2735,2674,2612,b3497,yhiQ,,,,,,,,,,,,,,,,,,,,
35793,35626,35459,b3498,prlC,,,,,,,,,,,,,,,,,,,,
6032,5963,5894,b3499,yhiR,,,,,,,,,,,,,,processing,protein,,,,,
13089,12978,12867,b3500,gor,,,,,,,,,,,,,,,,,,,,
5181,5171,5160,b4613,dinQ,,,,,,,,,,,,,,,,,,,,
602,573,544,b3501,arsR,,,,,,,,,,,,,,,,,,,,
859,753,648,b3502,arsB,,,,,,,,,,,,,,,,,,,,
577,542,508,b3503,arsC,,,,,,,,,,,,,,,,,,,,
29327,29244,29161,b3505,insH,,,,,,,,,,,,,,,,,,,,
837,791,745,b3506,slp,,,,,,,,,,,,,,,,,,,,
48,9,0,b3507,dctR,,,,,,,,,,,,,,,,,,,,
260,207,160,b3508,yhiD,,,,,,,,,,,,,,,,,,,,
1922,1895,1869,b3509,hdeB,,,,,,,,,,,,,,,,,,,,
4261,4234,4207,b3510,hdeA,,,,,,,,,,,,,,,,,,,,
2132,2085,2038,b3511,hdeD,,,,,,,,,,,,,,,,,,,,
138,95,57,b3512,gadE,,,,,,,,,,,,,,,,,,,,
167,83,40,b3513,mdtE,,,,,,,,,,,,,,,,,,,,
1490,1236,1003,b3514,mdtF,,,,,,,,,,,,,,,,,,,,
1763,1703,1644,b3515,gadW,,,,,,,,,,,,,,,,,,,,
2844,2777,2709,b3516,gadX,,,,,,,,,,,,,,,,,,,,
372,259,161,b3517,gadA,,,,,,,,,,,,,,,,,,,,
1538,1424,1310,b3518,yhjA,,,,,,,,,,,,,,,,,,,,
1708,1573,1438,b3519,treF,,,,,,,,,,,,,,,,,,,,
543,494,445,b3520,yhjB,,,,,,,,,,,,,,,,,,,,
7163,7089,7016,b3521,yhjC,,,,,,,,,,,,,,,,,,,,
5265,5182,5100,b3522,yhjD,,,,,,,,,,,,,,,,,,,,
837,729,621,b3523,yhjE,,,,,,,,,,,,,,,,,,,,
7553,7384,7216,b3524,yhjG,,,,,,,,,,,,,,,,,,,,
28996,28933,28870,b3525,yhjH,,,,,,,,,,,,,,,,,,,,
10622,10546,10470,b3526,kdgK,,,,,,,,,,,,,,,,,,,,
24033,23911,23788,b3527,yhjJ,,,,,,,,,,,,,,,,,,,,
137631,137526,137421,b3528,dctA,,,,,,,,,,,,,,,,,,,,
8604,8442,8279,b3529,yhjK,,,,,,,,,,,,,,,,,,,,
2992,2708,2424,b3530,bcsC,,,,,,,,,,,,,,,,,,,,
708,618,527,b3531,bcsZ,,,,,,,,,,,,,,,,,,,,
1649,1457,1266,b3532,bcsB,,,,,,,,,,,,,,,,,,,,
1428,1214,1000,b3533,bcsA,,,,,,,,,,,,,,,,,,,,
2552,2536,2521,b3535,yhjR,,,,,,,,,,,,,,,,,,,,
28165,28036,27908,b3536,bcsE,,,,,,,,,,,,,,,,,,,,
1671,1655,1639,b3537,bcsF,,,,,,,,,,,,,,,,,,,,
10805,10668,10530,b3538,bcsG,,,,,,,,,,,,,,,,,,,,
349,340,332,b4453,ldrD,,,,,,,,,,,,,,,,,,,,
2562,2458,2354,b3539,yhjV,,,,,,,,,,,,,,,,,,,,
3503,3421,3339,b3540,dppF,,,,,,,,,,,,,,,,,,,,
4786,4706,4625,b3541,dppD,,,,,,,,,,,,,,,,,,,,
4551,4478,4404,b3542,dppC,,,,,,,,,,,,,,,,,,,,
6967,6883,6800,b3543,dppB,,,,,,,,,,,,,,,,,,,,
163499,163368,163236,b3544,dppA,,,,,,,,,,,,,,,,,,,,
26829,26691,26553,b3546,eptB,,,,,,,,,,,,,,,,,,,,
484305,484206,484108,b3547,yhjX,,,,,,,,,,,,,,,,,,,,
1793,1736,1678,b3548,yhjY,,,,,,,,,,,,,,,,,,,,
5645,5598,5552,b3549,tag,,,,,,,,,,,,,,,,,,,,
2842,2806,2770,b3550,yiaC,,,,,,,,,,,,,,,,,,,,
8728,8537,8346,b3551,bisC,,,,,,,,,,,,,,,,,,,,
5670,5616,5562,b3552,yiaD,,,,,,,,,,,,,,,,,,,,
30302,30223,30143,b3553,ghrB,,,,,,,,,,,,,,,,,,,,
46773,46715,46657,b3554,yiaF,,,,,,,,,,,,,,,,,,,,
918,894,870,b3555,yiaG,,,,,,,,,,,,,,,,,,,,
1900459,1900447,1900428,b3556,cspA,,,,,,,,,,,,,,,,,,,,
66,53,41,b4455,hokA,,,,,,,,,,,,,,,,,,,,
2592,2549,2506,b3557,insJ,,,,,,,,,,,,,,,,,,,,
2633,2564,2494,b3558,insK,,,,,,,,,,,,,,,,,,,,
74908,74739,74570,b3559,glyS,,,,,,,,,,,,,,,,,,,,
34989,34914,34839,b3560,glyQ,,,,,,,,,,,,,,,,,,,,
339,315,290,b4553,ysaB,,,,,,,,,,,,,,,,,,,,
2388,2307,2225,b3561,wecH,,,,,,,,,,,,,,,,,,,,
447,411,375,b3562,yiaA,,,,,,,,,,,,,,,,,,,,
134,106,80,b3563,yiaB,,,,,,,,,,,,,,,,,,,,
566,448,337,b3564,xylB,,,,,,,,,,,,,,,,,,,,
1945,1837,1730,b3565,xylA,,,,,,,,,,,,,,,,,,,,
1103,1022,941,b3566,xylF,,,,,,,,,,,,,,,,,,,,
885,759,633,b3567,xylG,,,,,,,,,,,,,,,,,,,,
863,767,673,b3568,xylH,,,,,,,,,,,,,,,,,,,,
4945,4849,4752,b3569,xylR,,,,,,,,,,,,,,,,,,,,
57523,57455,57388,b3570,bax,,,,,,,,,,,,,,,,,,,,
5636,5470,5304,b3571,malS,,,,,,,,,,,,,,,,,,,,
30591,30489,30386,b3572,avtA,,,,,,,,,,,,,,,,,,,,
891,852,814,b3573,ysaA,,,,,,,,,,,,,,,,,,,,
2363,2294,2225,b3574,yiaJ,,,,,,,,,,,,,,,,,,,,
923,842,760,b3575,yiaK,,,,,,,,,,,,,,,,,,,,
336,298,259,b3576,yiaL,,,,,,,,,,,,,,,,,,,,
72,36,10,b3577,yiaM,,,,,,,,,,,,,,YiaMNO,,,,,,
222,129,81,b3578,yiaN,,,,,,,,,,,,,,YiaMNO,,,,,,
295,215,143,b3579,yiaO,,,,,,,,,,,,,,,,,,,,
471,351,250,b3580,lyxK,,,,,,,,,,,,,,,,,,,,
75,29,3,b3581,yiaQ,,,,,,,,,,,,,,,,,,,,
154,89,58,b3582,yiaR,,,,,,,,,,,,,,,,,,,,
393,336,279,b3583,yiaS,,,,,,,,,,,,,,,,,,,,
333,274,224,b3584,yiaT,,,,,,,,,,,,,,,,,,,,
2515,2436,2356,b3585,yiaU,,,,,,,,,,,,,,,,,,,,
275,184,111,b3586,yiaV,,,,,,,,,,,,,,,,,,,,
30,6,0,b3587,yiaW,,,,,,,,,,,,,,,,,,,,
318,194,94,b3588,aldB,,,,,,,,,,,,,,,,,,,,
165,75,19,b3589,yiaY,,,,,,,,,,,,,,,,,,,,
7408,7257,7107,b3590,selB,,,,,,,,,,,,,,,,,,,,
4080,3966,3852,b3591,selA,,,,,,,,,,,,,,,,,,,,
6489,6439,6389,b3592,yibF,,,,,,,,,,,,,,,,,,,,
1395,1072,843,b3593,rhsA,,,,,,,,,,,,,,,,,,,,
1827,1758,1689,b3594,yibA,,,,,,,,,,,,,,,,,,,,
259,221,183,b3596,yibG,,,,,,,,,,,,,,,,,,,,
574,481,388,b3597,yibH,,,,,,,,,,,,,,,,,,,,
146,116,87,b3598,yibI,,,,,,,,,,,,,,,,,,,,
27215,27058,26902,b3599,mtlA,,,,,,,,,,,,,,,,,,,,
22337,22244,22150,b3600,mtlD,,,,,,,,,,,,,,,,,,,,
8197,8149,8101,b3601,mtlR,,,,,,,,,,,,,,,,,,,,
8968,8951,8933,b4554,yibT,,,,,,,,,,,,,,,,,,,,
20569,20539,20509,b3602,yibL,,,,,,,,,,,,,,,,,,,,
256165,256030,255894,b3603,lldP,,,,,,,,,,,,,,,,,,,,
56320,56256,56193,b3604,lldR,,,,,,,,,,,,,,,,,,,,
31744,31647,31549,b3605,lldD,,,,,,,,,,,,,,,,,,,,
1345,1307,1268,b3606,trmL,,,,,,,,,,,,,,,,,,,,
25334,25267,25200,b3607,cysE,,,,,,,,,,,,,,,,,,,,
77772,77688,77604,b3608,gpsA,,,,,,,,,,,,,,,,,,,,
205096,205058,205019,b3609,secB,,,,,,,,,,,,,,,,,,,,
34735,34715,34694,b3610,grxC,,,,,,,,,,,,,,,,,,,,
38502,38467,38431,b3611,yibN,,,,,,,,,,,,,,,,,,,,
40869,40743,40616,b3612,gpmM,,,,,,,,,,,,,,,,,,,,
12133,12030,11927,b3613,envC,,,,,,,,,,,,,,,,,,,,
5140,5061,4983,b3614,yibQ,,,,,,,,,,,,,,,,,,,,
703,618,534,b3615,yibD,,,,,,,,,,,,,,,,,,,,
60048,59964,59880,b3616,tdh,,,,,,,,,,,,,,,,,,,,
59195,59097,59000,b3617,kbl,,,,,,,,,,,,,,,,,,,,
14499,14429,14358,b3618,yibB,,,,,,,,,,,,,,,,,,,,
39125,39049,38973,b3619,rfaD,,,,,,,,,,,,,,,,,,,,
21002,20916,20830,b3620,rfaF,,,,,,,,,,,,,,,,,,,,
16084,16006,15927,b3621,rfaC,,,,,,,,,,,,,,,,,,,,
30239,30136,30033,b3622,rfaL,,,,,,,,,,,,,,,,,,,,
17200,17112,17024,b3623,waaU,,,,,,,,,,,,,,,,,,,,
13517,13448,13378,b3624,rfaZ,,,,,,,,,,,,,,,,,,,,
14953,14896,14839,b3625,rfaY,,,,,,,,,,,,,,,,,,,,
18001,17917,17834,b3626,rfaJ,,,,,,,,,,,,,,,,,,,,
17981,17897,17814,b3627,rfaI,,,,,,,,,,,,,,,,,,,,
16256,16168,16080,b3628,rfaB,,,,,,,,,,,,,,,,,,,,
14968,14891,14815,b3629,rfaS,,,,,,,,,,,,,,,,,,,,
11951,11885,11820,b3630,rfaP,,,,,,,,,,,,,,,,,,,,
16837,16745,16653,b3631,rfaG,,,,,,,,,,,,,,,,,,,,
19574,19489,19405,b3632,rfaQ,,,,,,,,,,,,,,,,,,,,
10608,10504,10399,b3633,waaA,,,,,,,,,,,,,,,,,,,,
2176,2136,2097,b3634,coaD,,,,,,,,,,,,,,,,,,,,
3669,3603,3537,b3635,mutM,,,,,,,,,,,,,,,,,,,,
104131,104118,104104,b3636,rpmG,,,,,,,,,,,,,,,,,,,,
186803,186784,186764,b3637,rpmB,,,,,,,,,,,,,,,,,,,,
23147,23093,23038,b3638,yicR,,,,,,,,,,,,,,,,,,,,
13724,13624,13524,b3639,dfp,,,,,,,,,,,,,,,,,,,,
14715,14677,14640,b3640,dut,,,,,,,,,,,,,,,,,,,,
9261,9212,9164,b3641,slmA,,,,,,,,,,,,,,,,,,,,
572,520,467,b3642,pyrE,,,,,,,,,,,,,,,,,,,,
4556,4500,4444,b3643,rph,,,,,,,,,,,,,,,,,,,,
22182,22112,22041,b3644,yicC,,,,,,,,,,,,,,,,,,,,
6900,6832,6765,b3645,dinD,,,,,,,,,,,,,,,,,,,,
4179,4129,4078,b3646,yicG,,,,,,,,,,,,,,,,,,,,
1214,1076,939,b3647,ligB,,,,,,,,,,,,,,,,,,,,
36653,36602,36551,b3648,gmk,,,,,,,,,,,,,,,,,,,,
26946,26923,26901,b3649,rpoZ,,,,,,,,,,,,,,,,,,,,
45666,45493,45321,b3650,spoT,,,,,,,,,,,,,,,,,,,,
5945,5888,5832,b3651,trmH,,,,,,,,,,,,,,,,,,,,
4469,4298,4128,b3652,recG,,,,,,,,,,,,,,,,,,,,
2889,2791,2692,b3653,gltS,,,,,,,,,,,,,,,,,,,,
514,401,296,b3654,xanP,,,,,,,,,,,,,,,,,,,,
16627,16487,16348,b3655,yicH,,,,,,,,,,,,,,,,,,,,
2242,2052,1862,b3656,yicI,,,,,,,,,,,,,,,,,,,,
489,376,270,b3657,yicJ,,,,,,,,,,,,,,,,,,,,
143,67,28,b3659,setC,,,,,,,,,,,,,,,,,,,,
5234,5159,5083,b3660,yicL,,,,,,,,,,,,,,,,,,,,
5876,5809,5743,b3661,nlpA,,,,,,,,,,,,,,,,,,,,
222,198,174,b4555,yicS,,,,,,,,,,,,,,,,,,,,
1247,1150,1053,b3662,nepI,,,,,,,,,,,,,,,,,,,,
3109,3072,3035,b3663,yicN,,,,,,,,,,,,,,,,,,,,
539,430,328,b3664,yicO,,,,,,,,,,,,,,,,,,,,
3104,2960,2815,b3665,ade,,,,,,,,,,,,,,,,,,,,
11570,11456,11348,b3666,uhpT,,,,,,,,,,,,,,,,,,,,
1026,918,812,b3667,uhpC,,,,,,,,,,,,,,,,,,,,
1218,1096,973,b3668,uhpB,,,,,,,,,,,,,,,,,,,,
1201,1153,1105,b3669,uhpA,,,,,,,,,,,,,,,,,,,,
2104,2080,2056,b3670,ilvN,,,,,,,,,,,,,,,,,,,,
11243,11104,10966,b3671,ilvB,,,,,,,,,,,,,,,,,,,,
45028,45020,45012,b3672,ivbL,,,,,,,,,,,,,,,,,,,,
3511,3504,3496,b4618,tisB,,,,,,,,,,,,,,force,and,ATP,levels,,,
1049,952,855,b3673,emrD,,,,,,,,,,,,,,,,,,,,
5532,5492,5451,b3674,yidF,,,,,,,,,,,,,,,,,,,,
1335,1305,1275,b3675,yidG,,,,,,,,,,,,,,,,,,,,
468,440,411,b3676,yidH,,,,,,,,,,,,,,,,,,,,
2445,2408,2371,b3677,yidI,,,,,,,,,,,,,,,,,,,,
618,496,378,b3678,yidJ,,,,,,,,,,,,,,,,,,,,
258,133,70,b3679,yidK,,,,,,,,,,,,,,,,,,,,
1526,1453,1380,b3680,yidL,,,,,,,,,,,,,,,,,,,,
141,83,37,b3684,yidP,,,,,,,,,,,,,,,,,,,,
13582,13446,13310,b3685,yidE,,,,,,,,,,,,,,,,,,,,
6570,6535,6500,b3686,ibpB,,,,,,,,,,,,,,,,,,,,
36001,35967,35933,b3687,ibpA,,,,,,,,,,,,,,,,,,,,
9953,9926,9899,b3688,yidQ,,,,,,,,,,,,,,,,,,,,
3264,3162,3061,b3689,yidR,,,,,,,,,,,,,,,,,,,,
537,450,371,b3690,cbrA,,,,,,,,,,,,,,,,,,,,
742,636,531,b3691,dgoT,,,,,,,,,,,,,,,,,,,,
781,688,594,b4478,dgoD,,,,,,,,,,,,,,,,,,,,
441,390,340,b4477,dgoA,,,,,,,,,,,,,,,,,,,,
1601,1530,1458,b3693,dgoK,,,,,,,,,,,,,,,,,,,,
4356,4299,4243,b4479,dgoR,,,,,,,,,,,,,,,,,,,,
1488,1434,1381,b3696,yidX,,,,,,,,,,,,,,,,,,,,
29781,29714,29648,b3697,yidA,,,,,,,,,,,,,,,,,,,,
1332,1300,1267,b3698,yidB,,,,,,,,,,,,,,,,,,,,
33876,33679,33481,b3699,gyrB,,,,,,,,,,,,,,,,,,,,
4130,4042,3955,b3700,recF,,,,,,,,,,,,,,,,,,,,
8532,8442,8352,b3701,dnaN,,,,,,,,,,,,,,,,,,,,
14624,14509,14394,b3702,dnaA,,,,,,,,,,,,,,,,,,,,
61447,61435,61424,b3703,rpmH,,,,,,,,,,,,,,,,,,,,
20616,20587,20558,b3704,rnpA,,,,,,,,,,,,,,,,,,,,
8197,8176,8155,b4557,yidD,,,,,,,,,,,,,,,,,,,,
84496,84361,84226,b3705,yidC,,,,,,,,,,,,,,,,,,,,
4365,4253,4142,b3706,mnmE,,,,,,,,,,,,,,,,,,,,
168331,168326,168319,b3707,tnaC,,,,,,,,,,,,,,,,,,,,
1011667,1011547,1011434,b3708,tnaA,,,,,,,,,,,,,,,,,,,,
183522,183420,183318,b3709,tnaB,,,,,,,,,,,,,,,,,,,,
2392,2296,2200,b3710,mdtL,,,,,,,,,,,,,,,,,,,,
3148,3070,2991,b3711,yidZ,,,,,,,,,,,,,,,,,,,,
23372,23311,23249,b3712,yieE,,,,,,,,,,,,,,,,,,,,
8035,7989,7943,b3713,yieF,,,,,,,,,,,,,,,,,,,,
3815,3706,3597,b3714,purP,,,,,,,,,,,,,,,,,,,,
2829,2775,2720,b3715,yieH,,,,,,,,,,,,,,,,,,,,
640,602,563,b3716,cbrB,,,,,,,,,,,,,,,,,,,,
2577,2529,2481,b3717,cbrC,,,,,,,,,,,,,,,,,,,,
590,531,472,b3718,yieK,,,,,,,,,,,,,,,,,,,,
513,417,325,b3719,yieL,,,,,,,,,,,,,,,,,,,,
269,144,62,b3720,bglH,,,,,,,,,,,,,,,,,,,,
720,604,497,b3721,bglB,,,,,,,,,,,,,,,,,,,,
315,203,133,b3722,bglF,,,,,,,,,,,,,,,,,,,,
382,314,247,b3723,bglG,,,,,,,,,,,,,,,,,,,,
7026,6967,6908,b3724,phoU,,,,,,,,,,,,,,,,,,,,
6984,6920,6857,b3725,pstB,,,,,,,,,,,,,,,,,,,,
955,882,809,b3726,pstA,,,,,,,,,,,,,,,,,,,,
1102,1024,945,b3727,pstC,,,,,,,,,,,,,,,,,,,,
2481,2396,2311,b3728,pstS,,,,,,,,,,,,,,,,,,,,
